"id","name","sku","description","sale_price","discount_price","purchase_price","wholesale_price","stock","category","brand","barcode","ciudad_sucursal","photo_url_1","photo_url_2","photo_url_3","photo_url_4","photo_url_5","photo_url_6","photo_url_7","photo_url_8","created_at"
"201","UGREEN UNO POWER BANK 30W 10000mAh","35603B","*UGREEN POWER BANK 30W 10000MAH*

Lleva tu energía a todas partes con el UGREEN Power Bank de 30W y 10000mAh. Perfecto para smartphones, tablets y otros dispositivos USB, ofrece carga rápida, segura y confiable en cualquier momento y lugar.

*CARACTERÍSTICAS:*
• Capacidad de 10000mAh para múltiples cargas  
• Salida USB-C con Power Delivery 30W  
• Salida USB-A para carga estándar  
• Protección contra sobrecarga, sobrecalentamiento y cortocircuito  
• Indicadores LED de nivel de batería  
• Diseño compacto, ligero y portátil  

*BENEFICIOS:*
• Carga rápida y segura para smartphones, tablets y otros dispositivos  
• Ideal para viajes, oficina o uso diario  
• Permite cargar dos dispositivos al mismo tiempo  
• Fácil de transportar gracias a su tamaño compacto  
• Mantiene tus dispositivos siempre listos cuando más los necesitas  
","550.00","475.00","372.00",,"2","Powerbanks","UGREEN","6941876246830","Santa Cruz","https://lh3.googleusercontent.com/d/1yGFt1SCvTozq6XH9XtwVjzekP3777NoI=w1000?authuser=0","https://lh3.googleusercontent.com/d/1sIf8WwPQiFUFa4mlVI6lFrZwnNVaDv1k=w1000?authuser=0","https://lh3.googleusercontent.com/d/112aBAqQQbbw8PHsHfwSkJPZPFcwdfbY1=w1000?authuser=0","https://lh3.googleusercontent.com/d/1GbeYusD8vECPHTV4KBswsa50wuOui2P8=w1000?authuser=0","https://lh3.googleusercontent.com/d/1uhiscwukrV0M9A_GaN3QTz4yjbT9nL8N=w1000?authuser=0","https://lh3.googleusercontent.com/d/1QP_k-0r8qe-g7nTxjntZx0BHhOHHARBI=w1000?authuser=0","https://lh3.googleusercontent.com/d/1vPilIRJKcbspsVX_TYkXnFtvXQ2ysp9U=w1000?authuser=0","https://lh3.googleusercontent.com/d/1xBvITUBugzTXxfhdvN10uB_913VMaaOH=w1000?authuser=0","2025-10-30 11:35:48.083493+00"
"202","UGREEN ADAPTADOR OTG USB-C 3.0","30155","*UGREEN ADAPTADOR OTG USB-C 3.0*

Conecta dispositivos USB-A a tu smartphone, tablet o laptop con puerto USB-C usando el adaptador OTG UGREEN USB-C 3.0. Ideal para transferir datos, conectar periféricos o leer memorias externas de manera rápida y segura.

*CARACTERÍSTICAS:*
• Conector USB-A 3.0 a USB-C  
• Compatible con tecnología OTG para smartphones y tablets  
• Transferencia de datos rápida hasta 5 Gbps  
• Plug & Play, sin necesidad de drivers  
• Diseño compacto, ligero y duradero  

*BENEFICIOS:*
• Conecta memorias, teclados, mouse y otros dispositivos USB-A a tu USB-C  
• Ideal para trabajo, estudio o uso diario  
• Transferencia de archivos rápida y estable  
• Fácil de llevar y utilizar en cualquier lugar  
• Compatible con Android, Windows y macOS  
","55.00",,"23.00",,"3","Hubs & Adaptadores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/1DVP61R13t4yfykllV20NcRS15HbCCH3T=w1000?authuser=0","https://lh3.googleusercontent.com/d/1-7FoeQbdirsT4RBcHRZJp_ZWubIC_3aY=w1000?authuser=0","https://lh3.googleusercontent.com/d/125OCPcFv3hIGa6gOtTRT71o5jHeG17eL=w1000?authuser=0","https://lh3.googleusercontent.com/d/103QL84wFd8NIY2aZELh0xqa23_XiB_oX=w1000?authuser=0","https://lh3.googleusercontent.com/d/1uxeWteBpXsjqSU-6FNNimaNfdKlwqh5r=w1000?authuser=0","https://lh3.googleusercontent.com/d/1g4xKs3clog7WENG54xFno4sRvl5lMOvv=w1000?authuser=0","https://lh3.googleusercontent.com/d/1aoTLQFI1v5yKgll8P7ZDWkzTirOlq5lC=w1000?authuser=0","https://lh3.googleusercontent.com/d/1T-brehNxGWsuGjm_QFZKn6dhjD4gK1r7=w1000?authuser=0","2025-10-30 11:35:48.083493+00"
"203","UGREEN ADAPTADOR USB-C HEMBRA A USB-A MACHO","50533","*UGREEN ADAPTADOR USB-C HEMBRA A USB-A MACHO*  

Convierte fácilmente tus cables USB-C en compatibles con puertos USB-A gracias a este adaptador de UGREEN. Ideal para cargar dispositivos, transferir datos o conectar accesorios modernos a computadoras y cargadores con puerto USB tradicional.  

*CARACTERÍSTICAS:*  
• Adaptador USB-C hembra a USB-A macho  
• Soporta carga y transferencia de datos  
• Compatible con USB 3.0 / 2.0  
• Diseño compacto, duradero y fácil de usar  

*COMPATIBILIDAD:*  
• iPhone 17 / 16 / 15 Pro / Pro Max  
• Samsung Galaxy S24 / S23 / A70 / A50  
• iPad Air 4 / 5, iPad Mini 6  
• Laptops, PC, cargadores y hubs USB-A  

*BENEFICIOS:*  
• Permite usar cables USB-C en dispositivos con puerto USB-A  
• Solución práctica para conectar y cargar sin reemplazar tus cables  
• Ideal para viajes, oficina o uso diario  
• Diseño minimalista y resistente al desgaste  

¡Convertí tus conexiones en segundos con el adaptador USB-C a USB-A de UGREEN!
","140.00",,"90.00","120.00","2","Hubs & Adaptadores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/1QrrBjT8CSCU8gof8qr0lgBwnN6O8rOB_=w1000?authuser=0","https://lh3.googleusercontent.com/d/1FAOU-PRFAUuVNefOnC56VKQge-LfaUqc=w1000?authuser=0","https://lh3.googleusercontent.com/d/17Cp-B3oEhV5KPhBr6rQdjsKe3thnvpUr=w1000?authuser=0","https://lh3.googleusercontent.com/d/1A9ehU1WURxtREuqlvYVvR9QD2_iErlia=w1000?authuser=0","https://lh3.googleusercontent.com/d/1mb4bt84Z6jLSAljkJG1n4WUauDS80L_W=w1000?authuser=0","https://lh3.googleusercontent.com/d/1z2gBzXvrbkLkRu93LJTh9_T7RUG_XHZb=w1000?authuser=0","https://lh3.googleusercontent.com/d/1tMHxC1VkG4Ikkk0JopOVsMVNgUgnniod=w1000?authuser=0","https://lh3.googleusercontent.com/d/1c1fpom38jtu3BRHhCs5zVyxiK1vRn34H=w1000?authuser=0","2025-10-30 11:35:48.083493+00"
"204","UGREEN ADAPTADOR USB WIFI AC650 DUAL BAND","20204","*UGREEN ADAPTADOR USB WIFI AC650 DUAL BAND*  

Conectá tu PC de escritorio o laptop a redes inalámbricas de alta velocidad con el adaptador USB WiFi UGREEN AC650. Su diseño compacto y eficiente ofrece una conexión estable y rápida tanto en la banda de 2.4GHz como en la de 5GHz, ideal para trabajo, estudio o entretenimiento en línea.  

*CARACTERÍSTICAS:*  
• Velocidad inalámbrica de hasta 650 Mbps (2.4GHz + 5GHz)  
• Doble banda para mejor estabilidad y menor interferencia  
• Compatible con estándares IEEE 802.11ac/a/b/g/n  
• Conector USB 2.0 de alta compatibilidad  
• Diseño mini y discreto, fácil de transportar  

*COMPATIBILIDAD:*  
• Windows 11 / 10 / 8.1 / 8 / 7  
• PCs, laptops y computadoras de escritorio con puerto USB  

*BENEFICIOS:*  
• Mejora la conectividad WiFi de tu equipo sin necesidad de cables  
• Conexión rápida y estable para streaming, videollamadas y juegos en línea  
• Instalación sencilla con controladores automáticos o por CD  
• Ideal para actualizar computadoras sin WiFi integrado  

¡Disfrutá de una conexión inalámbrica potente y confiable con el adaptador WiFi AC650 de UGREEN!
","160.00",,"114.00",,"2","Hubs & Adaptadores","UGREEN","6957303822041","Santa Cruz","https://lh3.googleusercontent.com/d/1WPRMSLxp3KgPvjmng1f6A0nWK90cJNHH=w1000?authuser=0","https://lh3.googleusercontent.com/d/1dB7SL1rmjDQ439g5aP08r7C9SBGo4F9B=w1000?authuser=0","https://lh3.googleusercontent.com/d/1b_yYBT5mZGYTQUURhZYCPhSpXOz43FQp=w1000?authuser=0","https://lh3.googleusercontent.com/d/1jB4UzW1wy2osIq1TNDnbbzIYJcUwI8Xs=w1000?authuser=0","https://lh3.googleusercontent.com/d/1nb-AelZkMHlU_xxfQ_kkuS6S3_q2nCU7=w1000?authuser=0","https://lh3.googleusercontent.com/d/1afqgHqHSs1TDPC7Hu3wuIO4B6zFiJ0e4=w1000?authuser=0","https://lh3.googleusercontent.com/d/1yA8a34C31TVth9BOplyCanI4-5gYuhD8=w1000?authuser=0","https://lh3.googleusercontent.com/d/1SD9uisL04_QWFdq7ZJh7zmI25x0jtjjP=w1000?authuser=0","2025-10-30 11:35:48.083493+00"
"205","UGREEN ADAPTADOR USB BLUETOOTH 5.3 PARA PC","90225","*UGREEN ADAPTADOR USB BLUETOOTH 5.3 PARA PC*  

Actualizá tu computadora con la última tecnología inalámbrica gracias al adaptador USB Bluetooth 5.3 de UGREEN. Conecta fácilmente periféricos como auriculares, teclados, ratones, parlantes o impresoras sin necesidad de cables, con una conexión estable, rápida y de bajo consumo.  

*CARACTERÍSTICAS:*  
• Tecnología Bluetooth 5.3 con mayor alcance y estabilidad  
• Velocidad de transmisión mejorada y menor latencia  
• Funciona como receptor y transmisor Bluetooth  
• Plug & Play para Windows 11 / 10 / 8.1 (sin necesidad de drivers)  
• Compatible con auriculares, parlantes, teclados, ratones e impresoras  

*COMPATIBILIDAD:*  
• Windows 11 / 10 / 8.1  
• PCs y laptops con puerto USB-A disponible  

*BENEFICIOS:*  
• Conexión estable y rápida con múltiples dispositivos Bluetooth  
• Ideal para música, juegos, videollamadas y periféricos inalámbricos  
• Diseño compacto y fácil de transportar  
• Bajo consumo energético y alto rendimiento  

¡Dale conectividad inalámbrica moderna a tu PC con el adaptador Bluetooth 5.3 de UGREEN!
","150.00","120.00","64.00",,"2","Hubs & Adaptadores","UGREEN","6957303892259","Santa Cruz","https://lh3.googleusercontent.com/d/1EKT-YAAJH23uf2aEtANyElHgaXmgkEDu=w1000?authuser=0","https://lh3.googleusercontent.com/d/1XeFhR7VhUJkNfu-QVci4bZodGSKHe9nm=w1000?authuser=0","https://lh3.googleusercontent.com/d/1LKUc_MP7Mp375Ac-1a1NoaHQxjgFZ2Au=w1000?authuser=0","https://lh3.googleusercontent.com/d/107UzXUA1SYLMvFlxOWqdiGk55ipHo_Gp=w1000?authuser=0","https://lh3.googleusercontent.com/d/1Sif-6UlziEOiVDNvsHmZpQuHy5uJVuDx=w1000?authuser=0","https://lh3.googleusercontent.com/d/17PIYRCTxtHarokiKoocXc7eHC-NNbif2=w1000?authuser=0","https://lh3.googleusercontent.com/d/1PMHRMc5hcGOUwgvpUu9YZtevRVLHhDh-=w1000?authuser=0","https://lh3.googleusercontent.com/d/1wqfws8fHmZjtf5lfB98cZGUCGt6KcEHG=w1000?authuser=0","2025-10-30 11:35:48.083493+00"
"206","ANKER CABLE USB-C A USB-C 100W (1.8 METROS)","ASP23","*ANKER CABLE USB-C A USB-C 100W (1.8 METROS)*

Disfruta de carga ultrarrápida y transferencia estable con el cable Anker USB-C a USB-C de 100W. Diseñado para ofrecer potencia y durabilidad excepcionales, es ideal para laptops, tablets y smartphones de última generación.

*CARACTERÍSTICAS:*
• Potencia máxima de carga: 100W (20V/5A)  
• Longitud de 1.8 metros para mayor comodidad  
• Transferencia de datos rápida y estable  
• Conectores USB-C reforzados y resistentes al desgaste  
• Fabricado con materiales de alta calidad y gran durabilidad  

*BENEFICIOS:*
• Carga rápida para laptops, smartphones y tablets compatibles  
• Perfecto para MacBook, iPad, Samsung, Huawei y más  
• Mayor alcance gracias a su cable extralargo de 1.8 m  
• Resistente al uso diario y a doblados constantes  
• Ideal para trabajo, viajes o uso doméstico  
","200.00","180.00","70.00",,"3","Cables & Conectores","ANKER","","Santa Cruz","https://lh3.googleusercontent.com/d/1O6pbU2s6UVWlwY1gP34Ni4NWrs-ybyES=w1000?authuser=0","https://lh3.googleusercontent.com/d/1mlNxdvkCK2atY7Np1qyquI5Do3tM-HDa=w1000?authuser=0","https://lh3.googleusercontent.com/d/1Fr0L3QLfAkwcBhCPMNz4GztrsFuEL-my=w1000?authuser=0","https://lh3.googleusercontent.com/d/1cy9cG_ImokDkS5nG-zzIFqHYGNElKb3L=w1000?authuser=0","https://lh3.googleusercontent.com/d/1_OEH8g1__9HRRTGCUBKxq-KLalpJOsAV=w1000?authuser=0","https://lh3.googleusercontent.com/d/1V1HuitI8nYX07-1jneVNOmxDTTrm0b9e=w1000?authuser=0","https://lh3.googleusercontent.com/d/1laz8vNYvN_QH2hHg7fWqywFHfHoj3Wir=w1000?authuser=0","https://lh3.googleusercontent.com/d/11WFkmOUaDQx1iC4a9to4QSI08wTyYipw=w1000?authuser=0","2025-10-30 11:45:45.802827+00"
"207","SOPORTE PORTÁTIL UGREEN PARA TELÉFONOS Y TABLETAS","50747","*SOPORTE PORTÁTIL UGREEN PARA TELÉFONOS Y TABLETAS*

Disfruta de la mejor comodidad al ver videos, realizar videollamadas o trabajar con el soporte portátil UGREEN. Su diseño ajustable y plegable lo hace perfecto para usar en casa, la oficina o durante tus viajes.

*CARACTERÍSTICAS:*
• Compatible con teléfonos y tabletas de 4 a 12.9 pulgadas  
• Ángulo de visión ajustable para mayor comodidad  
• Diseño plegable y portátil, fácil de guardar y transportar  
• Base antideslizante que brinda estabilidad  
• Fabricado con materiales resistentes y duraderos  

*BENEFICIOS:*
• Mejora la comodidad durante videollamadas, clases o entretenimiento  
• Ajusta la inclinación según tu necesidad  
• Ideal para escritorio, viajes o uso diario  
• Evita sostener el dispositivo por largos periodos  
• Diseño compacto, práctico y elegante de UGREEN  
","70.00",,"34.00",,"4","Organizadores & Neceseres","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/1YGfZvEXA7tR6OEE7Q-CG_23Zi4V4OtZU=w1000?authuser=0","https://lh3.googleusercontent.com/d/16tEPW8n5BCZqDb_baLuIoVYWLWb1bNKA=w1000?authuser=0","https://lh3.googleusercontent.com/d/1oPyPPug2Mq5deJqN1ChTQET93oM48RP_=w1000?authuser=0","https://lh3.googleusercontent.com/d/104b8e37iFUxOgiyiEmS_iYB4kn2Xbhsk=w1000?authuser=0","https://lh3.googleusercontent.com/d/1QHf5JTsYMNx3gzLM1ZqbSe6RiY2KNEGA=w1000?authuser=0","https://lh3.googleusercontent.com/d/1iBvdP8g2R_sUr8kpuJ0ZwTkHPjYOrQ6R=w1000?authuser=0",,,"2025-10-30 11:59:12.183677+00"
"208","CABLE USB-C UGREEN 240W 10Gbps 3.2 Gen 2 – 1 METRO","80150","*CABLE USB-C UGREEN 240W 10Gbps 3.2 Gen 2 – 1 METRO*  

El cable USB-C UGREEN de 240W y 1 metro combina potencia, velocidad y durabilidad para ofrecer una experiencia de carga y transferencia de datos de alto rendimiento. Ideal para laptops, tablets y smartphones modernos, su tecnología USB 3.2 Gen 2 garantiza una conexión rápida y estable.  

*CARACTERÍSTICAS:*  
• Potencia de carga ultrarrápida de hasta 240W (48V/5A)  
• Transferencia de datos a 10Gbps con estándar USB 3.2 Gen 2  
• Longitud de 1 metro, perfecta para escritorio o uso diario  
• Conectores USB-C reversibles de alta durabilidad  
• Cable trenzado resistente con doble blindaje  
• Compatible con carga rápida PD 3.1 / QC 4.0+  

*COMPATIBILIDAD:*  
• MacBook Pro / Air  
• iPhone 15 / 15 Pro / 15 Pro Max  
• Samsung Galaxy S24 / S23 / S22 / Note Series  
• Laptops, tablets y dispositivos con puerto USB-C  

*BENEFICIOS:*  
• Carga potente y transferencia de datos en segundos  
• Ideal para uso profesional, doméstico o de viaje  
• Construcción reforzada para mayor resistencia y vida útil prolongada  
• Rendimiento seguro y estable con calidad UGREEN  

¡Experimentá la máxima potencia y velocidad con el cable USB-C de 240W y 1 metro de UGREEN!
","220.00",,"137.00",,"2","Cables & Conectores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/1amW6DXwIcdgfw2doGqHebUIYH-8nGB3u=w1000?authuser=0","https://lh3.googleusercontent.com/d/1LNxwSeIVCCe9orh1kXMV9L2ANKgMfM8v=w1000?authuser=0","https://lh3.googleusercontent.com/d/1K_6Ieo2NV_sC4jvvnYfdzZgRUS17uKoV=w1000?authuser=0","https://lh3.googleusercontent.com/d/1bYV_-PTf0Z-Bsfe4L05bZm8Y9D5ckQMe=w1000?authuser=0","https://lh3.googleusercontent.com/d/1dldd2hrLx8oFUQu2TnXGFP5_5PfM-kxn=w1000?authuser=0","https://lh3.googleusercontent.com/d/1QxPSBzBFSWIXijDGmKwDNIh5cwvi70Uj=w1000?authuser=0","https://lh3.googleusercontent.com/d/1orx6CzrJ05trFch9_y-EosnhZG0VgJkk=w1000?authuser=0","https://lh3.googleusercontent.com/d/1pDY2b1ZP_r8FSaf75yWJuct-YuPULehV=w1000?authuser=0","2025-10-30 15:06:03.852313+00"
"209","ANKER DOCKING STATION USB-C 14 EN 1 – TRIPLE DISPLAY 4K","ASP24","*ANKER DOCKING STATION USB-C 14 EN 1 – TRIPLE DISPLAY 4K*  

Conectá todo tu equipo con la estación de acoplamiento Anker 14 en 1, una solución completa para expandir la productividad y el entretenimiento. Con múltiples puertos y soporte para triple pantalla, ofrece potencia, conectividad y eficiencia en un solo dispositivo.  

*CARACTERÍSTICAS:*  
• 14 puertos en total para máxima versatilidad  
• 2 puertos HDMI 4K y 1 VGA 1080p (triple pantalla)  
• 1 puerto USB-C de datos (5Gbps)  
• 5 puertos USB-A (5Gbps)  
• 1 puerto USB-C PD-IN de 100W (entrada de carga)  
• 1 puerto Ethernet Gigabit (1Gbps)  
• Lector de tarjetas SD y Micro SD  
• Puerto AUX de audio 3.5 mm  
• Potencia de carga pasante de hasta 80W (cargador no incluido)  

*BENEFICIOS:*  
• Permite conectar hasta tres monitores simultáneamente (2 HDMI 4K + 1 VGA 1080p)  
• Transferencia de archivos y datos a alta velocidad (5Gbps)  
• Ideal para trabajo multitarea, diseño, edición y entretenimiento  
• Alimentación estable gracias a la carga pasante de 80W  
• Diseño compacto, elegante y fácil de usar  

*COMPATIBILIDAD:*  
• MacBook (macOS 12 o superior)  
• Windows 10 / 11  
• ChromeOS  
• Laptops con puertos USB-C, USB4 o Thunderbolt con soporte DP Alt Mode y Power Delivery  
• No compatible con Linux  

¡Transformá tu laptop en una estación completa de trabajo con la Docking Station Anker 14 en 1!
","900.00","880.00","400.00",,"0","Hubs & Adaptadores","ANKER","","Santa Cruz","https://lh3.googleusercontent.com/d/1-pprh-zzheW8uDrWRFBvq2zR-TA4U0rj=w1000?authuser=0","https://lh3.googleusercontent.com/d/1RdNzh7gk_t1OruvHQIuACpkhbgJTwIYe=w1000?authuser=0","https://lh3.googleusercontent.com/d/1Q4ZB4l90ORCnzn7crmTB-EyNXqHWcwwe=w1000?authuser=0","https://lh3.googleusercontent.com/d/1Ur6vQ9K2eaVpi5p51O1bCEPdybIcfpUK=w1000?authuser=0","https://lh3.googleusercontent.com/d/1cJ-Ih3RN79EofL8xjJjufCws01fCVvSF=w1000?authuser=0","https://lh3.googleusercontent.com/d/1-5AAVQ9Mblu-oRRvs9s_lgQAsTex5noM=w1000?authuser=0","https://lh3.googleusercontent.com/d/1J7wPQudHMDzBtxFXJK5AcLezMKdWorp7=w1000?authuser=0","https://lh3.googleusercontent.com/d/1pVVXbZ6pdggEWrsdeJUvquJw3AHv90oH=w1000?authuser=0","2025-10-30 15:37:22.538459+00"
"210","CABLE LIGHTNING USB UGREEN CON CERTIFICACIÓN MFI (1M)","20728","*CABLE LIGHTNING USB UGREEN CON CERTIFICACIÓN MFI (1M)*

Carga y transfiere datos de forma rápida y segura con el cable Lightning a USB de UGREEN con certificación MFi. Diseñado para dispositivos Apple, garantiza compatibilidad total y un rendimiento confiable en todo momento.

*CARACTERÍSTICAS:*
• Longitud de 1 metro, ideal para uso diario  
• Conector Lightning certificado por Apple (MFi)  
• Transferencia de datos y carga rápida segura  
• Materiales resistentes y conectores reforzados  
• Compatible con cargadores USB estándar y de carga rápida  

*BENEFICIOS:*
• Carga eficiente y segura para tus dispositivos Apple  
• Compatible con iPhone 14, 13, 12, 11, XS, XR, 8, 7, 6s, SE y iPad  
• Evita mensajes de error y desconexiones  
• Diseño duradero, resistente a doblados y uso constante  
• Perfecto para el hogar, oficina o viajes  
","190.00",,"124.00",,"2","Cables & Conectores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/1KVbbW1Hou8-0rPVxTix8WuMZwQvqe9MH=w1000?authuser=0","https://lh3.googleusercontent.com/d/1ICub5NQ6IQ4YO-fy5dWP50l8RzCWtJKV=w1000?authuser=0","https://lh3.googleusercontent.com/d/1L_DvxUV2sWWWAD7z1f27Genf5KQ9RHYS=w1000?authuser=0","https://lh3.googleusercontent.com/d/1XTxwSFmv1yZUv1mMjc6DJl7PCh0nQO47=w1000?authuser=0","https://lh3.googleusercontent.com/d/1mm4dtrFH-ZrjPllg1gWxeD-al_aEckL3=w1000?authuser=0","https://lh3.googleusercontent.com/d/1NvxIy4RlvqBRHjt72GsGQNCsq_p6x3Pk=w1000?authuser=0","https://lh3.googleusercontent.com/d/1_byQwZ5mFtphRO1p6zzAMDymF-ZE82Pr=w1000?authuser=0","https://lh3.googleusercontent.com/d/1eiSE_x-Kc4nPEKtuNEc6B41YoFnUhKr0=w1000?authuser=0","2025-10-30 23:49:20.091424+00"
"211","UGREEN NEXODE S 100W 4-PORT GAN FAST CHARGER","45224","*UGREEN NEXODE S 100W 4-PORT GAN FAST CHARGER (EU – GRIS)*

Potencia y eficiencia en un solo cargador. El UGREEN Nexode S de 100W utiliza tecnología GaN para ofrecer carga rápida y segura a múltiples dispositivos al mismo tiempo. Ideal para laptops, smartphones, tablets y más.

*CARACTERÍSTICAS:*
• Potencia total de salida: 100W  
• 3 puertos USB-C y 1 puerto USB-A  
• Tecnología GaN: carga más rápida y eficiente con menor calentamiento  
• Compatible con Power Delivery 3.0, PPS y Quick Charge  
• Diseño compacto, ligero y elegante en color gris  
• Enchufe europeo (EU)  

*BENEFICIOS:*
• Carga simultánea de laptop, teléfono y otros dispositivos  
• Ideal para MacBook, iPhone, Samsung, iPad, Xiaomi y más  
• Ahorra espacio con un solo cargador potente y versátil  
• Tecnología inteligente que ajusta la potencia para cada dispositivo  
• Perfecto para viajes, oficina o uso diario  
","700.00","680.00","510.00",,"0","Cargadores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/17MTql6gFX8c-Ak6RwStaKGTvwF74t_xm=w1000?authuser=0","https://lh3.googleusercontent.com/d/1A3lFzkd4mKchXUFq6yd9RCDUjGqlI4tM=w1000?authuser=0","https://lh3.googleusercontent.com/d/1IGU48BfduOFs6N6KIdgX_igQ39kUYoTE=w1000?authuser=0","https://lh3.googleusercontent.com/d/19jLY6VXxyD6kQwXM7VsBbznhT9xqNG5T=w1000?authuser=0","https://lh3.googleusercontent.com/d/1lLj_39FTF0wUvR4vBfoqbkC6YBEVYtFm=w1000?authuser=0","https://lh3.googleusercontent.com/d/1Xd3PfOhDh7zhyAdd9pgw9ngm0Z2pW3H1=w1000?authuser=0","https://lh3.googleusercontent.com/d/1P6fQ-3oJeHhK9tnn5oI4j2Kez91iu7hR=w1000?authuser=0","https://lh3.googleusercontent.com/d/1kfCvpO_fYzvRcLvnQiSvKjzVV64AKU6L=w1000?authuser=0","2025-11-01 04:02:25.034146+00"
"212","UGREEN HUB USB-C 10 EN 1 CON MONITOR DUAL 4K","15601","*UGREEN HUB USB-C 10 EN 1 CON MONITOR DUAL 4K*

Convierte tu laptop en una estación de trabajo completa con el UGREEN Hub USB-C 10 en 1. Ofrece múltiples puertos para conectar monitores, periféricos y dispositivos de almacenamiento, además de carga rápida y conexión a red estable. Ideal para profesionales que buscan máxima productividad y orden.

*CARACTERÍSTICAS:*
• 2 salidas de video: HDMI 4K y VGA (monitor dual)  
• Puerto Ethernet RJ45 Gigabit de 1 Gbps  
• 3 puertos USB 3.0 con transferencia de hasta 5 Gbps  
• Puerto USB-C Power Delivery de hasta 100W  
• Conector de audio 3.5 mm para auriculares o altavoces  
• Ranuras para tarjetas SD y TF (MicroSD)  
• Diseño compacto, resistente y elegante  

*BENEFICIOS:*
• Conecta múltiples monitores, discos y accesorios desde un solo puerto USB-C  
• Ideal para trabajo, estudio o presentaciones profesionales  
• Transfiere datos y video en alta velocidad y resolución 4K  
• Mantén tus dispositivos cargados mientras trabajas  
• Solución todo en uno para maximizar la productividad y la organización  
","700.00","600.00","500.00",,"1","Hubs & Adaptadores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/1tWkwLL6NRL385OKNtEPY4-x6nOu1Qxyz=w1000?authuser=0","https://lh3.googleusercontent.com/d/1INz0AtoR2QpujF9p0btZW6WBLTi0g4XP=w1000?authuser=0","https://lh3.googleusercontent.com/d/1bmx9KktwE8RCLbqjj8HOYD0l_KQ9bC30=w1000?authuser=0","https://lh3.googleusercontent.com/d/1ahyaB9uafvUxEPQ_FvSNnk8ndXlTef4w=w1000?authuser=0","https://lh3.googleusercontent.com/d/1m0csYhEbx2VyxCm0HTfvgK6xCWGXuqfn=w1000?authuser=0","https://lh3.googleusercontent.com/d/1oYKxIwTeYiBrBcrUAupC3-gMYF54zmYd=w1000?authuser=0","https://lh3.googleusercontent.com/d/1Ez9JPT9Ai2HQnGNCgafuZqLtwag5lUvl=w1000?authuser=0","https://lh3.googleusercontent.com/d/1pVqvQH8NxRjaM17Aa1i4H69DgzLadytO=w1000?authuser=0","2025-11-01 04:18:44.850525+00"
"213","UGREEN HUB USB-C 6 EN 1 CM512 CON HDMI 4K @60Hz","45000","*UGREEN HUB USB-C 6 EN 1 CM512 CON HDMI 4K @60Hz*

Amplía la conectividad de tu laptop con el UGREEN Hub USB-C 6 en 1 CM512. Diseñado para ofrecer velocidad, eficiencia y versatilidad, incluye puertos de alta velocidad, salida HDMI 4K y carga rápida Power Delivery de 100W.

*CARACTERÍSTICAS:*
• 1 salida HDMI 4K @60Hz para video nítido y fluido  
• 2 puertos USB-A 3.2 con velocidad de transferencia hasta 10 Gbps  
• Puerto Ethernet RJ45 Gigabit de 1 Gbps  
• Puerto USB-C Power Delivery de hasta 100W  
• Plug & Play: sin necesidad de controladores  
• Diseño compacto, elegante y resistente  

*BENEFICIOS:*
• Conecta monitores, periféricos y red cableada desde un solo puerto  
• Ideal para trabajo, estudio o presentaciones profesionales  
• Transfiere archivos pesados en segundos gracias a los puertos 10Gbps  
• Carga tu laptop o tablet mientras usas otros dispositivos  
• Solución práctica y potente para optimizar tu espacio de trabajo  
","450.00","440.00","240.00",,"2","Hubs & Adaptadores","UGREEN","","Santa Cruz","https://lh3.googleusercontent.com/d/15lDcX4VjLv1heXIv_5MSjXrNPlz6hJG7=w1000?authuser=0","https://lh3.googleusercontent.com/d/1tNBn7EK3XxJG99-9F6XRGFkCDGYhbwmr=w1000?authuser=0","https://lh3.googleusercontent.com/d/1LxhTU1a2-Ldcfrz-8zHLFk-mlprI1jrv=w1000?authuser=0","https://lh3.googleusercontent.com/d/1F7zqRcHusipvpMAw6TDKtX8gad5RATt-=w1000?authuser=0","https://lh3.googleusercontent.com/d/19kbar3pfdw2MVsEDVgH32Dalp5LH52QT=w1000?authuser=0","https://lh3.googleusercontent.com/d/10VHnXoOFkVbC4Bo2TvY1PR8Ozeapu9db=w1000?authuser=0","https://lh3.googleusercontent.com/d/1eOpHQlUbzyEHV6tXWGykNvoLZ0PecIBM=w1000?authuser=0","https://lh3.googleusercontent.com/d/1XXAdjO8x5Ga8Q1PzuTZ3J4RcFcT4PNPR=w1000?authuser=0","2025-11-01 04:50:26.519609+00"
